도메인,시스템,모듈러시스템,부품,사양,단가,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10
파워트레인,시스템10,모듈러050,부품01,사양A,490,공용,신규,-,-,공용,-,-,-,신규,-
,,,부품02,사양A,258,공용,-,공용,신규,신규,공용,-,공용,-,-
,,,부품03,사양A,278,-,-,공용,-,-,신규,공용,-,-,-
,,,부품04,사양A,338,-,공용,공용,-,-,-,공용,신규,-,신규
,,,부품05,사양A,403,-,신규,공용,신규,신규,-,-,-,-,신규
,,,부품05,사양B,300,-,신규,공용,-,-,신규,-,공용,신규,-
,,,부품06,사양A,414,신규,-,-,신규,신규,-,공용,-,신규,공용
,,,부품07,사양A,500,신규,-,-,-,-,-,공용,신규,신규,-
,,,부품08,사양A,368,-,-,신규,공용,공용,신규,-,공용,-,신규
,,,부품08,사양B,479,-,-,-,신규,신규,공용,공용,-,공용,-
,,,부품09,사양A,97,-,-,공용,-,-,공용,공용,공용,-,-
,,,부품09,사양B,365,-,공용,-,공용,-,신규,-,공용,공용,신규
,,,부품10,사양A,412,-,공용,-,신규,-,-,-,-,공용,-
,,,부품10,사양B,138,-,-,신규,공용,신규,-,-,-,공용,신규
바디,시스템11,모듈러051,부품01,사양A,238,-,-,신규,공용,-,-,-,신규,신규,-
,,,부품01,사양B,477,공용,공용,-,신규,-,신규,공용,-,신규,-
,,,부품02,사양A,341,공용,-,-,-,공용,-,-,-,-,-
,,,부품03,사양A,441,신규,공용,공용,신규,-,-,신규,공용,공용,-
,,,부품04,사양A,16,-,공용,신규,-,-,-,-,신규,-,공용
,,,부품04,사양B,470,공용,-,-,-,신규,-,-,-,신규,공용
,,,부품05,사양A,264,공용,공용,공용,-,공용,-,신규,-,공용,-
,,,부품06,사양A,177,공용,-,-,-,-,-,신규,신규,-,-
,,,부품06,사양B,481,-,-,-,-,공용,신규,-,-,-,신규
,,,부품07,사양A,93,-,-,-,-,공용,-,신규,-,-,-
,,,부품07,사양B,301,-,-,공용,공용,-,공용,신규,신규,-,-
,,,부품08,사양A,466,-,신규,공용,-,-,신규,공용,공용,-,-
,,,부품08,사양B,361,신규,공용,-,공용,-,-,-,공용,-,-
,,,부품09,사양A,494,-,-,공용,-,공용,-,신규,신규,-,신규
,,,부품10,사양A,88,공용,신규,-,신규,신규,-,-,-,-,-
,,,부품10,사양B,483,공용,-,-,-,-,공용,공용,신규,공용,-
의장,시스템11,모듈러052,부품01,사양A,189,-,공용,공용,-,-,-,신규,-,-,신규
,,,부품02,사양A,351,-,-,-,-,-,-,-,-,-,-
,,,부품03,사양A,140,공용,신규,공용,신규,공용,-,-,신규,-,-
,,,부품03,사양B,143,-,공용,-,-,-,신규,공용,-,공용,-
,,,부품04,사양A,148,신규,-,-,-,-,-,-,-,공용,공용
,,,부품05,사양A,461,공용,-,-,공용,-,-,-,-,-,공용
,,,부품06,사양A,278,-,-,신규,-,-,신규,-,공용,신규,-
,,,부품07,사양A,68,-,-,신규,신규,신규,신규,-,신규,-,공용
,,,부품08,사양A,131,-,공용,-,신규,-,-,-,-,-,-
,,,부품08,사양B,385,공용,신규,-,공용,-,공용,공용,-,신규,신규
,,,부품09,사양A,235,공용,-,-,-,신규,-,공용,공용,-,-
,,,부품10,사양A,59,-,-,신규,-,공용,-,공용,-,신규,-
,,,부품10,사양B,435,-,-,신규,공용,-,-,공용,-,공용,-
전장,시스템11,모듈러053,부품01,사양A,201,신규,공용,공용,신규,공용,-,-,-,-,-
,,,부품02,사양A,161,-,-,-,-,-,신규,공용,-,-,-
,,,부품02,사양B,54,-,신규,신규,-,-,-,-,-,공용,-
,,,부품03,사양A,47,공용,-,-,공용,-,-,-,신규,-,-
,,,부품03,사양B,57,-,공용,신규,신규,신규,-,-,신규,-,-
,,,부품04,사양A,254,-,신규,-,공용,-,-,공용,신규,-,공용
,,,부품04,사양B,421,신규,신규,신규,-,신규,신규,-,신규,-,공용
,,,부품05,사양A,307,-,-,신규,-,신규,-,공용,-,-,공용
,,,부품05,사양B,321,-,-,공용,-,공용,공용,-,공용,-,-
,,,부품06,사양A,346,-,신규,신규,공용,신규,공용,공용,-,-,-
,,,부품06,사양B,467,공용,공용,-,신규,-,-,-,신규,-,-
,,,부품07,사양A,196,공용,신규,공용,공용,-,-,-,-,-,신규
,,,부품08,사양A,55,-,-,신규,공용,신규,신규,-,-,-,-
,,,부품08,사양B,380,공용,공용,공용,-,-,공용,공용,-,신규,-
,,,부품09,사양A,48,신규,공용,-,-,-,신규,-,-,신규,신규
,,,부품10,사양A,235,신규,공용,신규,공용,공용,-,-,-,신규,-
의장,시스템11,모듈러054,부품01,사양A,27,-,-,-,-,-,공용,공용,-,-,공용
,,,부품02,사양A,231,-,-,신규,-,-,신규,신규,-,공용,신규
,,,부품02,사양B,33,신규,-,신규,-,-,-,-,-,공용,신규
,,,부품03,사양A,209,공용,-,공용,신규,-,공용,신규,공용,-,-
,,,부품03,사양B,30,-,신규,공용,공용,-,-,-,-,-,-
,,,부품04,사양A,409,-,-,-,공용,-,-,-,-,신규,-
,,,부품04,사양B,235,신규,-,신규,신규,-,-,-,공용,공용,-
,,,부품05,사양A,267,-,-,-,-,-,신규,공용,-,-,-
,,,부품06,사양A,448,-,신규,-,-,신규,-,-,-,-,-
,,,부품06,사양B,324,공용,-,-,공용,-,공용,신규,신규,-,-
,,,부품07,사양A,499,-,-,-,-,공용,공용,신규,신규,-,신규
,,,부품08,사양A,465,-,신규,-,공용,공용,-,공용,-,-,-
,,,부품09,사양A,302,공용,신규,-,-,신규,-,-,-,-,-
,,,부품10,사양A,467,공용,공용,-,-,-,공용,신규,-,신규,신규
,,,부품10,사양B,279,신규,-,-,-,신규,-,신규,-,-,신규
샤시,시스템11,모듈러055,부품01,사양A,346,공용,신규,-,공용,신규,-,-,공용,-,공용
,,,부품01,사양B,59,-,신규,-,신규,-,-,-,공용,-,-
,,,부품02,사양A,52,-,-,-,신규,-,-,-,신규,-,신규
,,,부품02,사양B,159,-,공용,-,-,신규,신규,공용,신규,신규,공용
,,,부품03,사양A,118,-,공용,-,-,-,공용,-,-,신규,신규
,,,부품04,사양A,436,신규,공용,-,공용,신규,공용,-,-,-,신규
,,,부품05,사양A,344,-,-,-,-,신규,-,공용,-,-,신규
,,,부품05,사양B,316,-,공용,-,-,-,공용,-,공용,-,-
,,,부품06,사양A,451,-,신규,-,공용,-,신규,공용,신규,신규,-
,,,부품07,사양A,72,-,-,-,-,공용,-,-,공용,-,-
,,,부품08,사양A,398,-,-,-,-,공용,-,-,신규,-,-
,,,부품08,사양B,14,-,신규,신규,공용,-,-,공용,-,공용,-
,,,부품09,사양A,337,-,-,-,신규,공용,신규,-,공용,-,-
,,,부품09,사양B,374,공용,-,-,공용,-,-,신규,신규,-,신규
,,,부품10,사양A,293,-,-,신규,-,-,-,-,-,-,-
,,,부품10,사양B,235,-,-,신규,-,-,신규,-,신규,신규,-
전장,시스템12,모듈러056,부품01,사양A,31,-,공용,-,공용,-,-,공용,-,-,신규
,,,부품02,사양A,478,-,신규,신규,신규,-,-,-,-,신규,공용
,,,부품03,사양A,305,-,-,공용,-,신규,-,공용,공용,-,-
,,,부품03,사양B,63,-,공용,공용,공용,-,-,-,-,-,신규
,,,부품04,사양A,408,-,공용,-,공용,신규,-,-,-,-,신규
,,,부품05,사양A,467,-,-,신규,신규,-,-,-,-,-,-
,,,부품05,사양B,449,-,-,-,-,신규,신규,-,-,신규,-
,,,부품06,사양A,82,-,신규,공용,신규,신규,공용,-,-,-,-
,,,부품07,사양A,388,-,-,-,공용,-,신규,-,-,-,-
,,,부품07,사양B,253,-,공용,공용,신규,신규,공용,신규,공용,공용,-
,,,부품08,사양A,42,-,공용,-,-,공용,-,-,-,공용,-
,,,부품09,사양A,269,공용,신규,-,-,-,-,신규,공용,-,공용
,,,부품10,사양A,235,-,공용,신규,-,공용,공용,-,공용,-,-
,,,부품10,사양B,49,-,-,신규,-,-,-,-,신규,-,-
전장,시스템12,모듈러057,부품01,사양A,343,-,공용,-,공용,-,-,-,-,공용,공용
,,,부품01,사양B,204,-,공용,공용,공용,신규,-,-,-,공용,-
,,,부품02,사양A,288,-,-,공용,-,-,-,-,-,-,-
,,,부품02,사양B,40,-,신규,-,공용,-,-,신규,-,-,-
,,,부품03,사양A,266,-,신규,신규,공용,신규,신규,-,신규,공용,-
,,,부품04,사양A,306,-,공용,-,신규,-,-,신규,-,-,공용
,,,부품05,사양A,107,-,신규,-,-,신규,-,공용,공용,-,-
,,,부품06,사양A,382,-,-,-,신규,-,-,-,-,-,신규
,,,부품07,사양A,376,-,-,신규,-,공용,-,-,-,-,-
,,,부품07,사양B,385,-,-,-,신규,-,-,-,-,-,-
,,,부품08,사양A,385,-,신규,공용,공용,-,신규,-,신규,신규,-
,,,부품08,사양B,210,공용,-,-,-,신규,-,-,-,-,-
,,,부품09,사양A,98,공용,신규,신규,신규,-,신규,-,-,공용,-
,,,부품10,사양A,170,-,-,-,신규,신규,-,공용,-,-,-
샤시,시스템12,모듈러058,부품01,사양A,70,-,-,-,공용,공용,신규,-,-,신규,공용
,,,부품02,사양A,429,-,신규,공용,공용,공용,-,공용,-,-,-
,,,부품02,사양B,315,-,-,-,-,-,공용,공용,신규,신규,-
,,,부품03,사양A,189,신규,-,신규,-,공용,-,공용,-,-,-
,,,부품03,사양B,480,-,신규,신규,-,공용,-,-,-,-,공용
,,,부품04,사양A,377,-,공용,신규,신규,-,공용,-,신규,-,-
,,,부품05,사양A,63,-,신규,-,-,-,-,-,-,공용,신규
,,,부품05,사양B,183,-,신규,-,공용,-,공용,공용,공용,-,-
,,,부품06,사양A,361,-,-,공용,공용,신규,공용,-,신규,-,신규
,,,부품06,사양B,71,공용,공용,공용,신규,-,-,신규,-,신규,신규
,,,부품07,사양A,324,-,신규,-,-,-,-,신규,신규,-,신규
,,,부품07,사양B,446,공용,-,신규,공용,공용,공용,신규,-,-,신규
,,,부품08,사양A,340,-,-,공용,공용,신규,공용,-,-,-,-
,,,부품09,사양A,413,신규,공용,-,-,-,신규,-,-,공용,-
,,,부품10,사양A,54,-,-,공용,-,신규,공용,신규,-,-,공용
,,,부품10,사양B,74,-,-,신규,-,-,공용,공용,신규,-,-
샤시,시스템12,모듈러059,부품01,사양A,362,-,공용,공용,-,-,-,공용,신규,-,-
,,,부품01,사양B,235,신규,-,-,공용,신규,-,-,-,-,공용
,,,부품02,사양A,421,공용,-,-,-,-,-,신규,공용,공용,-
,,,부품02,사양B,477,-,-,-,신규,공용,-,-,공용,-,공용
,,,부품03,사양A,299,-,-,-,신규,-,-,-,-,공용,신규
,,,부품04,사양A,221,신규,-,-,-,-,-,신규,공용,-,신규
,,,부품05,사양A,103,-,신규,공용,공용,-,-,-,신규,-,-
,,,부품05,사양B,357,-,신규,-,-,-,-,-,-,신규,-
,,,부품06,사양A,367,-,신규,-,공용,-,공용,-,공용,-,신규
,,,부품06,사양B,43,공용,-,-,-,-,공용,-,공용,신규,공용
,,,부품07,사양A,357,-,-,-,-,-,공용,공용,-,공용,-
,,,부품07,사양B,54,-,-,공용,공용,-,-,신규,-,신규,-
,,,부품08,사양A,472,-,신규,신규,-,-,공용,-,-,-,-
,,,부품09,사양A,156,-,-,-,-,신규,-,신규,-,-,-
,,,부품10,사양A,82,신규,-,-,-,신규,-,-,신규,-,-
바디,시스템12,모듈러060,부품01,사양A,479,-,공용,공용,-,공용,공용,-,-,-,-
,,,부품02,사양A,101,-,-,-,-,신규,-,-,-,공용,공용
,,,부품03,사양A,430,-,-,공용,신규,-,-,-,-,-,-
,,,부품03,사양B,107,-,신규,-,-,-,신규,신규,공용,-,공용
,,,부품04,사양A,190,신규,공용,-,-,-,신규,-,-,신규,-
,,,부품05,사양A,472,공용,-,-,-,공용,-,신규,신규,공용,신규
,,,부품05,사양B,279,-,-,-,-,-,공용,-,신규,-,-
,,,부품06,사양A,232,-,-,공용,신규,-,공용,공용,-,공용,공용
,,,부품06,사양B,469,-,-,-,-,-,공용,-,공용,-,-
,,,부품07,사양A,51,-,-,-,-,신규,-,-,-,-,-
,,,부품07,사양B,474,신규,신규,신규,-,-,신규,-,신규,-,-
,,,부품08,사양A,59,공용,-,공용,공용,신규,-,신규,-,신규,신규
,,,부품09,사양A,87,-,신규,공용,공용,신규,-,-,-,-,공용
,,,부품09,사양B,406,-,-,공용,신규,-,-,공용,-,공용,-
,,,부품10,사양A,440,신규,공용,신규,신규,-,-,공용,-,-,-
,,,부품10,사양B,240,공용,-,-,공용,-,-,-,-,신규,-
의장,시스템13,모듈러061,부품01,사양A,397,신규,-,-,-,공용,공용,공용,-,신규,-
,,,부품01,사양B,78,-,공용,-,-,-,신규,공용,-,-,신규
,,,부품02,사양A,447,공용,-,-,-,-,-,-,-,공용,신규
,,,부품03,사양A,348,-,-,-,-,-,신규,공용,-,-,-
,,,부품03,사양B,212,공용,신규,신규,-,-,-,신규,공용,-,-
,,,부품04,사양A,303,-,공용,공용,공용,-,-,공용,신규,신규,신규
,,,부품04,사양B,148,-,공용,공용,공용,신규,신규,공용,신규,공용,-
,,,부품05,사양A,467,-,-,신규,-,-,공용,공용,-,공용,-
,,,부품06,사양A,159,-,공용,-,공용,-,공용,공용,-,-,공용
,,,부품07,사양A,325,-,신규,-,-,-,신규,-,-,-,-
,,,부품07,사양B,286,신규,신규,-,신규,-,공용,-,공용,신규,신규
,,,부품08,사양A,47,공용,공용,-,공용,-,신규,-,-,-,-
,,,부품08,사양B,246,-,신규,-,-,-,공용,신규,-,-,-
,,,부품09,사양A,411,-,공용,-,-,-,-,공용,신규,-,-
,,,부품10,사양A,228,-,신규,공용,-,신규,신규,-,공용,-,신규
,,,부품10,사양B,175,신규,신규,공용,-,-,-,공용,신규,신규,-
의장,시스템13,모듈러062,부품01,사양A,316,신규,-,공용,-,-,-,-,공용,공용,신규
,,,부품01,사양B,491,신규,신규,-,신규,-,신규,-,-,공용,-
,,,부품02,사양A,429,-,-,공용,-,-,신규,-,-,-,-
,,,부품03,사양A,152,신규,공용,-,-,-,-,-,-,신규,공용
,,,부품04,사양A,448,공용,-,신규,-,-,신규,신규,-,-,-
,,,부품05,사양A,460,-,-,신규,-,-,-,-,-,-,-
,,,부품05,사양B,338,-,신규,공용,공용,-,-,신규,공용,공용,공용
,,,부품06,사양A,370,-,-,-,공용,-,공용,신규,-,-,-
,,,부품07,사양A,256,신규,-,신규,-,-,공용,신규,-,-,-
,,,부품08,사양A,192,신규,-,공용,공용,-,신규,-,-,-,신규
,,,부품09,사양A,250,-,-,-,공용,신규,-,공용,신규,-,신규
,,,부품10,사양A,237,공용,-,-,신규,-,-,-,-,신규,신규
파워트레인,시스템13,모듈러063,부품01,사양A,169,-,-,-,-,신규,신규,-,-,-,신규
,,,부품02,사양A,47,-,-,-,-,신규,-,-,-,공용,-
,,,부품02,사양B,353,-,-,-,공용,-,신규,공용,-,-,-
,,,부품03,사양A,13,-,-,-,-,-,-,신규,신규,공용,신규
,,,부품03,사양B,302,공용,공용,신규,공용,-,공용,신규,신규,공용,-
,,,부품04,사양A,191,신규,-,신규,-,-,신규,-,-,-,-
,,,부품04,사양B,450,공용,신규,-,-,-,신규,-,공용,-,-
,,,부품05,사양A,156,-,-,-,-,-,-,신규,-,공용,공용
,,,부품06,사양A,43,-,-,신규,-,신규,-,-,신규,-,-
,,,부품06,사양B,438,-,-,-,-,신규,-,-,-,-,-
,,,부품07,사양A,440,신규,공용,-,공용,-,-,-,-,-,-
,,,부품07,사양B,127,공용,-,-,신규,-,-,공용,신규,-,-
,,,부품08,사양A,219,-,-,신규,-,공용,신규,공용,-,신규,신규
,,,부품09,사양A,97,공용,-,공용,-,-,-,-,-,-,-
,,,부품10,사양A,10,공용,-,신규,-,-,-,-,-,신규,신규
,,,부품10,사양B,385,공용,-,공용,-,-,-,공용,-,-,신규
전장,시스템13,모듈러064,부품01,사양A,341,-,신규,신규,공용,-,신규,공용,신규,-,공용
,,,부품02,사양A,368,공용,공용,-,공용,신규,-,신규,-,신규,-
,,,부품02,사양B,361,공용,공용,신규,-,신규,-,공용,신규,-,-
,,,부품03,사양A,109,공용,-,-,공용,-,-,공용,신규,공용,-
,,,부품04,사양A,10,-,공용,신규,-,-,공용,-,-,공용,신규
,,,부품05,사양A,306,-,공용,-,공용,신규,-,-,-,-,공용
,,,부품06,사양A,481,-,공용,공용,-,-,신규,신규,신규,-,신규
,,,부품07,사양A,212,-,공용,-,-,공용,-,-,신규,-,-
,,,부품07,사양B,45,-,-,-,-,-,-,-,-,공용,신규
,,,부품08,사양A,467,-,-,-,-,-,-,신규,-,-,공용
,,,부품08,사양B,275,공용,-,-,-,신규,-,신규,-,-,공용
,,,부품09,사양A,222,-,공용,-,-,공용,-,신규,신규,공용,-
,,,부품09,사양B,14,-,공용,신규,신규,공용,신규,-,-,-,-
,,,부품10,사양A,168,-,신규,공용,-,-,신규,-,공용,-,-
바디,시스템13,모듈러065,부품01,사양A,251,-,신규,-,-,신규,-,-,공용,-,신규
,,,부품01,사양B,461,-,-,-,-,-,-,신규,-,신규,-
,,,부품02,사양A,230,공용,-,-,-,공용,신규,신규,공용,-,-
,,,부품02,사양B,165,-,신규,공용,공용,공용,-,신규,신규,공용,-
,,,부품03,사양A,86,-,-,-,공용,공용,공용,공용,-,-,-
,,,부품04,사양A,79,-,신규,-,-,신규,-,-,신규,공용,-
,,,부품05,사양A,63,신규,공용,공용,공용,-,-,공용,공용,공용,공용
,,,부품06,사양A,488,신규,-,-,-,-,-,-,공용,공용,-
,,,부품06,사양B,484,-,-,신규,-,공용,-,-,-,-,-
,,,부품07,사양A,191,-,-,-,신규,-,-,공용,공용,공용,-
,,,부품08,사양A,33,공용,-,-,-,-,공용,-,공용,공용,-
,,,부품09,사양A,28,신규,-,-,신규,-,-,-,-,-,-
,,,부품09,사양B,295,-,-,공용,-,신규,-,-,신규,-,-
,,,부품10,사양A,156,-,-,공용,공용,-,-,-,-,신규,-
,,,부품10,사양B,108,-,공용,-,공용,-,-,공용,신규,신규,신규
바디,시스템14,모듈러066,부품01,사양A,238,-,-,-,-,신규,-,신규,-,-,신규
,,,부품02,사양A,393,-,-,-,공용,-,-,-,공용,공용,-
,,,부품03,사양A,215,-,공용,-,신규,공용,공용,-,-,-,-
,,,부품03,사양B,148,-,-,-,-,-,공용,공용,공용,-,신규
,,,부품04,사양A,133,공용,공용,-,-,-,-,공용,공용,-,-
,,,부품05,사양A,479,-,공용,-,-,-,-,-,공용,신규,공용
,,,부품05,사양B,258,신규,공용,-,-,공용,-,공용,신규,공용,-
,,,부품06,사양A,220,공용,-,신규,-,-,-,-,-,-,신규
,,,부품06,사양B,309,공용,-,-,신규,신규,공용,-,-,-,-
,,,부품07,사양A,25,-,신규,공용,신규,-,신규,공용,-,-,신규
,,,부품07,사양B,122,-,-,-,신규,신규,-,공용,공용,-,공용
,,,부품08,사양A,486,-,-,-,공용,-,공용,-,신규,공용,신규
,,,부품08,사양B,425,-,-,신규,-,-,-,공용,공용,-,공용
,,,부품09,사양A,223,-,-,신규,-,-,-,-,-,신규,-
,,,부품10,사양A,232,신규,-,공용,-,-,-,-,-,-,-
,,,부품10,사양B,131,-,-,-,-,-,-,공용,신규,-,-
바디,시스템14,모듈러067,부품01,사양A,253,-,신규,-,공용,-,공용,-,-,-,-
,,,부품01,사양B,124,-,공용,-,-,-,-,신규,-,-,-
,,,부품02,사양A,140,공용,-,-,-,-,-,공용,-,공용,공용
,,,부품03,사양A,212,-,-,-,-,공용,공용,-,-,-,-
,,,부품03,사양B,491,신규,-,-,-,공용,신규,공용,-,-,-
,,,부품04,사양A,246,-,공용,공용,-,신규,공용,-,-,신규,-
,,,부품04,사양B,443,-,신규,신규,공용,-,공용,-,-,-,-
,,,부품05,사양A,262,공용,공용,-,-,-,공용,공용,-,-,공용
,,,부품06,사양A,493,-,-,-,공용,-,-,-,-,-,-
,,,부품06,사양B,15,-,-,신규,-,신규,-,공용,신규,공용,-
,,,부품07,사양A,31,-,-,-,신규,-,공용,공용,-,-,-
,,,부품07,사양B,222,공용,-,-,공용,공용,신규,-,공용,-,-
,,,부품08,사양A,69,신규,신규,-,공용,공용,-,-,-,-,공용
,,,부품09,사양A,80,공용,공용,-,-,신규,-,공용,신규,-,-
,,,부품09,사양B,413,-,신규,공용,-,공용,공용,-,-,-,-
,,,부품10,사양A,155,-,-,신규,신규,-,-,신규,-,-,-
파워트레인,시스템14,모듈러068,부품01,사양A,106,신규,-,신규,신규,공용,신규,공용,-,-,-
,,,부품02,사양A,324,신규,신규,-,-,신규,-,-,-,공용,-
,,,부품03,사양A,190,-,공용,-,-,-,-,-,-,-,-
,,,부품03,사양B,12,-,-,-,-,공용,공용,-,공용,공용,-
,,,부품04,사양A,112,공용,-,-,-,-,공용,신규,공용,-,공용
,,,부품04,사양B,390,-,-,신규,-,-,공용,-,신규,-,-
,,,부품05,사양A,31,공용,-,공용,신규,-,-,-,신규,공용,-
,,,부품06,사양A,213,신규,-,공용,-,-,-,-,신규,-,공용
,,,부품06,사양B,481,신규,공용,공용,공용,-,공용,신규,-,-,-
,,,부품07,사양A,309,-,-,-,-,-,-,-,-,신규,공용
,,,부품08,사양A,347,공용,-,신규,-,-,-,-,신규,신규,신규
,,,부품09,사양A,493,-,-,-,신규,-,신규,-,-,-,공용
,,,부품09,사양B,266,-,신규,-,-,-,공용,공용,-,-,-
,,,부품10,사양A,473,-,-,-,-,신규,공용,공용,신규,-,-
샤시,시스템14,모듈러069,부품01,사양A,182,-,-,-,신규,-,공용,신규,신규,신규,공용
,,,부품01,사양B,18,-,-,-,-,신규,-,공용,-,-,-
,,,부품02,사양A,497,공용,-,-,공용,-,신규,-,-,공용,-
,,,부품03,사양A,206,신규,공용,공용,-,공용,신규,-,-,-,-
,,,부품03,사양B,106,-,신규,-,공용,-,-,-,-,-,-
,,,부품04,사양A,33,-,공용,공용,-,-,공용,-,신규,-,-
,,,부품05,사양A,416,-,신규,공용,-,신규,-,-,-,-,-
,,,부품05,사양B,334,공용,신규,-,-,신규,공용,신규,신규,공용,-
,,,부품06,사양A,295,-,공용,공용,신규,공용,공용,신규,-,-,공용
,,,부품07,사양A,249,공용,신규,-,-,-,공용,-,-,-,-
,,,부품07,사양B,88,-,-,-,-,신규,-,-,-,-,-
,,,부품08,사양A,25,-,-,-,신규,공용,신규,신규,-,-,-
,,,부품09,사양A,447,-,신규,-,공용,공용,공용,-,-,-,-
,,,부품10,사양A,314,-,신규,-,신규,-,신규,-,신규,-,-
,,,부품10,사양B,79,-,-,-,-,-,신규,공용,공용,-,-
의장,시스템14,모듈러070,부품01,사양A,441,-,신규,공용,-,공용,공용,신규,-,신규,신규
,,,부품01,사양B,165,공용,신규,-,-,-,공용,공용,-,신규,-
,,,부품02,사양A,392,신규,-,-,-,-,-,공용,공용,-,신규
,,,부품03,사양A,287,-,-,신규,공용,-,-,-,-,신규,공용
,,,부품03,사양B,414,공용,-,-,공용,공용,-,신규,신규,-,-
,,,부품04,사양A,16,-,공용,-,-,신규,공용,-,-,-,-
,,,부품05,사양A,254,신규,-,공용,공용,신규,공용,-,신규,-,공용
,,,부품06,사양A,203,신규,공용,신규,신규,-,공용,-,-,-,공용
,,,부품07,사양A,477,-,-,공용,-,-,신규,-,-,-,공용
,,,부품08,사양A,40,-,공용,-,공용,-,신규,-,공용,신규,신규
,,,부품08,사양B,454,공용,-,신규,-,-,공용,공용,-,-,-
,,,부품09,사양A,348,-,신규,-,-,-,-,-,-,공용,-
,,,부품10,사양A,285,공용,신규,신규,공용,신규,-,공용,신규,공용,공용
의장,시스템15,모듈러071,부품01,사양A,341,-,신규,-,신규,-,-,-,-,-,신규
,,,부품02,사양A,286,-,공용,공용,신규,-,-,-,-,-,공용
,,,부품03,사양A,65,-,-,공용,-,-,공용,-,신규,공용,공용
,,,부품04,사양A,210,-,-,신규,신규,공용,신규,-,-,공용,공용
,,,부품05,사양A,199,공용,-,-,-,-,신규,-,-,-,-
,,,부품06,사양A,35,신규,공용,신규,공용,공용,공용,-,-,공용,공용
,,,부품07,사양A,79,-,공용,공용,신규,공용,-,공용,-,-,-
,,,부품08,사양A,133,-,공용,신규,-,-,신규,신규,공용,공용,공용
,,,부품08,사양B,385,-,공용,-,-,공용,-,-,공용,신규,-
,,,부품09,사양A,113,-,공용,-,-,-,공용,공용,신규,신규,공용
,,,부품09,사양B,185,-,-,-,-,-,공용,-,-,신규,공용
,,,부품10,사양A,410,-,신규,공용,공용,-,신규,-,-,-,-
,,,부품10,사양B,217,공용,공용,-,-,신규,-,-,-,신규,공용
전장,시스템15,모듈러072,부품01,사양A,28,-,신규,-,-,-,신규,신규,-,-,-
,,,부품01,사양B,57,-,-,-,-,-,-,-,-,-,-
,,,부품02,사양A,53,-,신규,-,-,공용,신규,공용,공용,-,공용
,,,부품02,사양B,58,신규,-,-,신규,공용,-,-,-,공용,공용
,,,부품03,사양A,474,-,-,-,공용,-,신규,신규,신규,공용,-
,,,부품03,사양B,156,공용,공용,-,-,-,-,공용,-,-,-
,,,부품04,사양A,50,신규,-,-,-,공용,-,-,-,신규,-
,,,부품04,사양B,79,-,-,-,-,-,-,-,-,-,-
,,,부품05,사양A,398,-,-,-,-,-,공용,공용,-,-,공용
,,,부품06,사양A,192,공용,공용,공용,-,-,-,신규,-,신규,-
,,,부품06,사양B,342,-,-,-,-,공용,-,-,-,-,-
,,,부품07,사양A,18,-,-,-,공용,공용,-,-,-,공용,-
,,,부품08,사양A,159,신규,-,-,-,공용,-,신규,-,-,-
,,,부품08,사양B,241,-,공용,-,신규,공용,-,-,-,신규,-
,,,부품09,사양A,397,공용,-,공용,신규,-,-,공용,-,-,-
,,,부품10,사양A,47,공용,신규,-,-,공용,신규,신규,-,공용,공용
의장,시스템15,모듈러073,부품01,사양A,486,-,-,공용,-,-,-,-,-,-,-
,,,부품01,사양B,370,공용,-,-,-,-,-,-,신규,-,신규
,,,부품02,사양A,105,-,신규,공용,-,-,-,-,-,-,-
,,,부품03,사양A,191,-,-,-,-,-,-,공용,신규,신규,-
,,,부품04,사양A,257,공용,신규,-,-,신규,-,신규,공용,-,공용
,,,부품05,사양A,416,공용,신규,-,신규,신규,공용,신규,공용,-,공용
,,,부품05,사양B,117,신규,-,신규,신규,-,공용,신규,-,신규,-
,,,부품06,사양A,169,-,신규,공용,신규,-,-,-,공용,공용,-
,,,부품06,사양B,152,-,신규,공용,공용,-,-,공용,-,-,-
,,,부품07,사양A,331,-,-,신규,신규,공용,-,신규,-,-,공용
,,,부품08,사양A,83,신규,신규,신규,-,신규,-,신규,신규,-,-
,,,부품09,사양A,410,-,-,-,공용,-,-,-,공용,-,신규
,,,부품10,사양A,223,-,-,-,-,공용,공용,공용,-,공용,신규
샤시,시스템15,모듈러074,부품01,사양A,103,-,공용,공용,공용,-,-,-,-,공용,공용
,,,부품02,사양A,416,-,-,-,-,-,-,-,-,신규,-
,,,부품03,사양A,492,-,신규,공용,공용,공용,신규,-,-,-,공용
,,,부품04,사양A,119,신규,공용,신규,신규,신규,-,-,신규,-,신규
,,,부품04,사양B,45,-,신규,-,공용,신규,-,신규,공용,-,-
,,,부품05,사양A,129,공용,-,공용,공용,공용,-,-,-,-,-
,,,부품05,사양B,498,신규,-,-,공용,신규,-,-,-,-,-
,,,부품06,사양A,345,-,-,-,-,-,-,공용,-,신규,공용
,,,부품07,사양A,472,-,신규,-,-,-,신규,-,-,신규,신규
,,,부품07,사양B,280,신규,-,신규,-,-,-,-,신규,-,공용
,,,부품08,사양A,472,-,공용,공용,신규,신규,-,-,-,-,-
,,,부품09,사양A,346,공용,신규,-,-,신규,-,-,공용,공용,-
,,,부품09,사양B,455,-,신규,신규,-,-,-,공용,-,-,공용
